Source,Target,Weight
20,7,0.0013248272
20,25,0.017039938
20,24,0.0120042003
20,21,0.000245692616
20,6,0.0153203029
20,19,1.7e-05
20,13,0.00602070662
20,17,0.018763342
20,18,0.000334664249
20,29,0.00539944232
20,23,0.00258814571
20,11,3.04e-05
20,5,0.0299524756
20,8,0.000751829656
20,30,0.0131867988
20,16,0.0136505026
20,15,0.0129987892
20,9,0.00214228709
20,3,0.00375433005
20,22,0.00298551252
20,1,0.00408997954
20,14,0.00745558503
20,27,0.0095971546
20,28,0.0178547324
20,26,0.0109022099
20,12,0.0164503867
20,4,4.05e-05
20,2,0.00605505626
20,10,0.00720247159
7,20,0.00238797769
7,25,0.0261474691
7,24,0.00212391969
7,21,0.00171086346
7,6,0.00449442071
7,19,0.000848912059
7,13,0.0180348462
7,17,0.000703433473
7,18,0.000944741813
7,29,0.00968883184
7,23,0.00055969421
7,11,0.00249168828
7,5,0.000165273434
7,8,0.0173405551
7,30,0.000771054465
7,16,0.00271102006
7,15,1.45e-06
7,9,0.000476612566
7,3,0.0191161493
7,22,0.00922763724
7,1,5.2e-06
7,14,0.00696885954
7,27,0.00469859997
7,28,0.00219557265
7,26,0.00041575037
7,12,0.00522263852
7,4,3.51e-07
7,2,0.00460077575
7,10,0.00347408319
25,20,0.000321092814
25,7,0.000886366865
25,24,0.00957423461
25,21,0.00079737736
25,6,0.0010205177
25,19,0.00112171704
25,13,0.0158643592
25,17,0.0159132996
25,18,0.0193416033
25,29,0.000504881034
25,23,0.0230418278
25,11,9.14e-05
25,5,0.000532283819
25,8,0.00299912908
25,30,0.0127888014
25,16,0.00551337991
25,15,0.00232729231
25,9,0.00147231357
25,3,0.00102074632
25,22,0.000767017201
25,1,0.000851649577
25,14,0.0380546036
25,27,0.000205701601
25,28,0.0160930265
25,26,0.00312783407
25,12,0.00277117194
25,4,0.00149983645
25,2,3.9e-05
25,10,0.00438910937
24,20,0.00159664161
24,7,0.00642538312
24,25,0.00568386381
24,21,0.0176853291
24,6,0.0010323943
24,19,0.003757009
24,13,0.00044913143
24,17,0.0013402683
24,18,0.00525962475
24,29,0.0371815584
24,23,0.00227040758
24,11,0.0125162172
24,5,0.00902195
24,8,0.00410929583
24,30,0.00399588301
24,16,0.00291860268
24,15,0.0271638225
24,9,0.000127559392
24,3,0.000522417187
24,22,0.0251833865
24,1,0.000460310863
24,14,0.00734284299
24,27,0.000160599906
24,28,0.000227180773
24,26,0.000275306747
24,12,0.000711788829
24,4,6.51e-05
24,2,0.0198079243
24,10,0.00760658012
21,20,0.00870679958
21,7,0.00286507949
21,25,0.000364142293
21,24,0.00268031396
21,6,0.00529849951
21,19,0.000803367374
21,13,4.07e-05
21,17,0.000923042499
21,18,0.00167408331
21,29,0.00138603798
21,23,0.000111300517
21,11,0.00495922354
21,5,0.00232946517
21,8,0.0092895856
21,30,0.00222062755
21,16,0.0146278643
21,15,0.0171153472
21,9,2.7e-05
21,3,0.0087324423
21,22,0.0103664147
21,1,2.29e-06
21,14,0.000461097682
21,27,0.00277689086
21,28,0.000625144728
21,26,0.0207013102
21,12,0.0123240379
21,4,0.000344219959
21,2,1.15e-05
21,10,0.00577374734
6,20,0.00330785939
6,7,0.000390099766
6,25,0.000420871698
6,24,4.15e-06
6,21,0.000563577482
6,19,0.00107034562
6,13,0.00791449372
6,17,0.011980091
6,18,0.00182726262
6,29,0.00190879688
6,23,0.000200490953
6,11,0.000458134717
6,5,0.0017258076
6,8,7.38e-05
6,30,0.00447979874
6,16,0.00019555723
6,15,0.0154942001
6,9,0.0144892861
6,3,0.00150831798
6,22,0.000408971884
6,1,0.000878389192
6,14,0.000113751704
6,27,0.00107398742
6,28,0.000942176158
6,26,0.00241018615
6,12,0.000667153865
6,4,0.00242050068
6,2,0.00012798411
6,10,0.00766673876
19,20,0.0112677693
19,7,0.00135957511
19,25,4.66e-05
19,24,0.00980153094
19,21,0.0191535812
19,6,0.00548850748
19,13,0.00373071368
19,17,0.00538037955
19,18,0.0139829587
19,29,0.0130009448
19,23,0.0059207983
19,11,0.0058675319
19,5,4.55e-05
19,8,0.0218643957
19,30,0.0182596437
19,16,0.00529679117
19,15,0.00151681452
19,9,0.0725933508
19,3,0.00049352015
19,22,0.0114521906
19,1,0.00348845465
19,14,0.0114974051
19,27,2.46e-06
19,28,0.00161909148
19,26,0.000994982618
19,12,0.00073922599
19,4,0.000745541254
19,2,0.00127930533
19,10,0.0154533612
13,20,0.00198662307
13,7,0.000592801446
13,25,0.000215381838
13,24,0.00144528293
13,21,0.00640420419
13,6,0.00229650889
13,19,0.000207289331
13,17,0.00123426544
13,18,0.000198639009
13,29,0.00289990681
13,23,0.0412920606
13,11,0.00255951507
13,5,0.00717026413
13,8,0.000388035911
13,30,0.0136267314
13,16,0.00079922478
13,15,0.00663356726
13,9,5.6e-05
13,3,0.00172829487
13,22,0.00158437325
13,1,0.00260305839
13,14,0.00164337038
13,27,0.000631621805
13,28,0.0854598471
13,26,0.00387909449
13,12,0.0123030932
13,4,0.0183686281
13,2,5.67e-05
13,10,0.00416158722
17,20,0.00215644204
17,7,0.0144831328
17,25,0.000556888454
17,24,0.032521945
17,21,0.000395122343
17,6,0.00508655152
17,19,0.0022586967
17,13,0.00679019338
17,18,0.0053727766
17,29,0.00490981838
17,23,0.0293185883
17,11,0.000804973876
17,5,0.00031239034
17,8,0.00629144743
17,30,0.00034694
17,16,0.011267651
17,15,3e-05
17,9,8.57e-08
17,3,0.00407124744
17,22,0.0126684669
17,1,5.58e-05
17,14,0.00712724419
17,27,0.000894342868
17,28,0.0255654826
17,26,0.0201898426
17,12,0.000437870317
17,4,0.00465047297
17,2,0.00246655916
17,10,1.43e-06
18,20,0.00197428395
18,7,0.000126366235
18,25,0.0174850902
18,24,0.00640134046
18,21,0.0119186675
18,6,0.00188169278
18,19,0.00108589741
18,13,0.000949663128
18,17,5.71e-06
18,29,0.00389948384
18,23,0.0475127823
18,11,0.0164204817
18,5,0.00157487353
18,8,0.00667977704
18,30,0.006019097
18,16,0.0113195106
18,15,0.000199756059
18,9,0.0022669541
18,3,0.000352625155
18,22,0.00214937327
18,1,0.00777495168
18,14,0.00010110423
18,27,8.49e-05
18,28,0.0226749911
18,26,0.00744477251
18,12,0.00231861116
18,4,0.00745759432
18,2,0.000349788007
18,10,0.0566668351
29,20,0.00106808613
29,7,0.000231932851
29,25,0.00289747958
29,24,0.00386201231
29,21,0.000176884385
29,6,4.33e-06
29,19,0.00486749024
29,13,0.00119531352
29,17,0.00010434052
29,18,2.33e-05
29,23,0.00421123375
29,11,1.84e-05
29,5,0.0014793975
29,8,0.00262388626
29,30,0.0196578312
29,16,0.00441991621
29,15,0.000314294311
29,9,0.0135174084
29,3,0.000121142956
29,22,0.0129601206
29,1,6.48e-07
29,14,0.025456437
29,27,0.00282442929
29,28,0.00053069296
29,26,0.0032244928
29,12,0.00191970866
29,4,0.000498872781
29,2,1.57e-05
29,10,0.00052420504
23,20,0.0103992845
23,7,0.0134201061
23,25,2.88e-05
23,24,0.000513571053
23,21,0.000613458052
23,6,0.00241356291
23,19,0.00193414275
23,13,0.00725907318
23,17,0.00708281665
23,18,0.000704843669
23,29,0.000239805018
23,11,0.0348055181
23,5,0.000849091063
23,8,0.00269881361
23,30,0.00910856175
23,16,0.000151658643
23,15,0.000194547728
23,9,0.000308359971
23,3,0.00229194129
23,22,0.000209232949
23,1,0.00178931691
23,14,0.000414319413
23,27,0.00350216172
23,28,0.012411974
23,26,0.000485961146
23,12,0.00105511233
23,4,3.55e-05
23,2,0.00168334039
23,10,0.00836040536
11,20,3.21e-06
11,7,0.0234453237
11,25,0.000567680955
11,24,0.00768130144
11,21,0.000475610405
11,6,0.0024212086
11,19,0.000825945617
11,13,0.000560584125
11,17,6.2e-05
11,18,0.0149499621
11,29,0.0556443854
11,23,0.0257363723
11,5,0.0079839683
11,8,0.00209032918
11,30,0.00317549365
11,16,0.000730767922
11,15,0.00213914263
11,9,0.0037170769
11,3,0.0025601006
11,22,0.000697209199
11,1,0.00180474232
11,14,0.00466803207
11,27,0.0011896358
11,28,0.0108367935
11,26,0.00387045844
11,12,0.00271784353
11,4,0.00114679211
11,2,0.0028469357
11,10,0.00575208008
5,20,0.0147714592
5,7,0.00302625423
5,25,0.0190342796
5,24,0.0133445805
5,21,0.00391898638
5,6,0.000176472098
5,19,0.0137725034
5,13,7.27e-05
5,17,0.00208256954
5,18,0.00226228766
5,29,0.00462566425
5,23,0.00429275333
5,11,0.00645562384
5,8,0.000721029348
5,30,0.000322586513
5,16,0.0163213552
5,15,0.0361914897
5,9,2.96e-05
5,3,0.00127410469
5,22,0.0159545222
5,1,0.00203743833
5,14,0.00225953802
5,27,0.00309010591
5,28,0.138473103
5,26,0.010234119
5,12,0.000258193102
5,4,0.00625514353
5,2,0.0453486442
5,10,0.000176578948
8,20,0.00250734542
8,7,0.0161097687
8,25,0.00479607353
8,24,0.000452759485
8,21,0.00528146382
8,6,0.00117962966
8,19,0.000760385224
8,13,0.00334602258
8,17,0.000570130818
8,18,3.79e-06
8,29,7.9e-06
8,23,0.000107984476
8,11,0.0065610746
8,5,0.00273003263
8,30,0.0151119363
8,16,0.000737648541
8,15,0.00636801517
8,9,0.00229280042
8,3,0.0143290824
8,22,0.000268518172
8,1,3.54e-05
8,14,0.00293834747
8,27,0.00148008876
8,28,3.59e-05
8,26,0.000104612922
8,12,0.00170525673
8,4,0.000649211451
8,2,0.00341556073
8,10,9.23e-08
30,20,0.00695091036
30,7,0.0216983544
30,25,0.00508992454
30,24,0.000324361115
30,21,0.000181537793
30,6,0.0197742748
30,19,0.00558747161
30,13,0.00249023852
30,17,0.000687538733
30,18,7.14e-06
30,29,2.19e-05
30,23,0.00118612322
30,11,0.0103412926
30,5,0.000673915864
30,8,3.12e-07
30,16,0.000285962362
30,15,0.0257072871
30,9,5.36e-05
30,3,0.00423195646
30,22,9.92e-05
30,1,0.00459906318
30,14,0.0350676163
30,27,0.00612474047
30,28,0.0349902108
30,26,9.81e-05
30,12,0.00292841352
30,4,0.0104884651
30,2,1.14e-05
30,10,0.001780104
16,20,0.003285678
16,7,1.51e-05
16,25,0.00295487936
16,24,0.00253771533
16,21,0.0122357258
16,6,0.00668527306
16,19,0.00828772241
16,13,0.00110207501
16,17,0.0135379083
16,18,0.000446502758
16,29,0.0110559178
16,23,0.00821101451
16,11,2.32e-05
16,5,0.00293036341
16,8,0.00872340218
16,30,0.010003898
16,15,0.0347311642
16,9,0.01114601
16,3,0.00259768638
16,22,5.76e-05
16,1,0.00823788244
16,14,7.66e-06
16,27,0.000629458958
16,28,0.000236042516
16,26,1.82e-05
16,12,0.000916789419
16,4,0.0166850875
16,2,0.000489101485
16,10,0.0173160808
15,20,0.00686844642
15,7,0.00642131207
15,25,0.00418519207
15,24,0.0056613756
15,21,0.00582710765
15,6,5.04e-05
15,19,1.76e-05
15,13,0.0516832628
15,17,0.00482147856
15,18,0.00518945197
15,29,0.00132688374
15,23,0.0384315415
15,11,0.00505034067
15,5,0.0185200393
15,8,0.00897584195
15,30,0.0134960729
15,16,0.00175245832
15,9,0.000837224153
15,3,0.000872598936
15,22,0.0475856278
15,1,0.00338145776
15,14,0.00396081053
15,27,8.14e-06
15,28,0.0210216764
15,26,0.00562267096
15,12,0.00533182157
15,4,8.97e-06
15,2,0.00107691467
15,10,0.0106023432
9,20,0.00174353819
9,7,1.58e-08
9,25,0.00375237138
9,24,0.000121286832
9,21,0.000217481774
9,6,0.15342961
9,19,0.0013545627
9,13,0.000953373465
9,17,0.00765493895
9,18,1.26e-05
9,29,0.0035493906
9,23,0.000166298457
9,11,0.000146039436
9,5,0.00196218079
9,8,0.0026236414
9,30,0.000225372845
9,16,0.0020482769
9,15,0.000266059144
9,3,0.00178439835
9,22,0.00964057712
9,1,0.00202888303
9,14,0.00182043846
9,27,8.99e-05
9,28,9.66e-05
9,26,0.00993378028
9,12,0.00166527001
9,4,0.00185539867
9,2,0.000939540467
9,10,0.000246025002
3,20,0.0370476853
3,7,0.00470613203
3,25,0.00128647836
3,24,0.000504498428
3,21,0.00098519172
3,6,0.00214111393
3,19,0.00608529081
3,13,0.00292810189
3,17,0.0132240127
3,18,0.00513464929
3,29,0.0106306322
3,23,0.0031219802
3,11,0.00491504964
3,5,0.0395468247
3,8,0.0127351611
3,30,5.93e-05
3,16,0.00099515462
3,15,5.6e-05
3,9,0.000924486811
3,22,0.0319299523
3,1,0.00215596769
3,14,0.00990517813
3,27,1.1e-05
3,28,0.00407352008
3,26,0.00774060347
3,12,0.00478404476
3,4,0.00131458484
3,2,0.00302401277
3,10,0.00349629232
22,20,0.0124395157
22,7,0.00347061979
22,25,0.0167895946
22,24,0.00438257999
22,21,0.00219121621
22,6,0.000735695074
22,19,0.00537627201
22,13,9.18e-05
22,17,1.25e-05
22,18,0.0148027974
22,29,0.0135784513
22,23,0.000838158316
22,11,5.24e-07
22,5,0.0054464645
22,8,0.00607750565
22,30,3.04e-05
22,16,0.0015382641
22,15,0.00347724867
22,9,0.000468899547
22,3,0.000107218028
22,1,0.00298279748
22,14,0.00268752583
22,27,0.00345898449
22,28,0.00354866745
22,26,0.000672799174
22,12,0.00720679325
22,4,0.00844623662
22,2,0.00349988697
22,10,0.000107734796
1,20,0.0135958757
1,7,0.00197197224
1,25,0.00417685436
1,24,0.000330943856
1,21,0.00227404498
1,6,0.000438626444
1,19,0.00403365607
1,13,0.00340488913
1,17,0.000133080865
1,18,5.67e-05
1,29,0.00283663537
1,23,0.0367595852
1,11,0.00278074242
1,5,9.94e-05
1,8,0.00895838063
1,30,0.00541076803
1,16,0.0108375675
1,15,0.000765654499
1,9,0.00312914283
1,3,1.88e-06
1,22,0.0073537964
1,14,0.00186913659
1,27,0.00368037476
1,28,0.0208054739
1,26,0.00531154523
1,12,0.0240917325
1,4,0.00688908864
1,2,0.000999993377
1,10,0.0556025481
14,20,0.000294785697
14,7,0.0256816469
14,25,0.00117965198
14,24,0.00739187238
14,21,0.0193422774
14,6,0.000806129113
14,19,0.00609935955
14,13,0.00265838423
14,17,0.00466035411
14,18,0.00550273634
14,29,0.0107738104
14,23,0.00815771653
14,11,0.00623363161
14,5,0.0250720976
14,8,0.000728207754
14,30,0.000125335726
14,16,5.95e-06
14,15,0.0152491227
14,9,0.00142266068
14,3,1.12e-05
14,22,0.00981311014
14,1,0.000357919649
14,27,0.000881773338
14,28,0.0382142814
14,26,0.000729032094
14,12,0.00544467643
14,4,0.000418842302
14,2,0.0143360479
14,10,0.00115004126
27,20,0.00154877581
27,7,0.000325993186
27,25,3.81e-06
27,24,0.0031025127
27,21,0.00272840265
27,6,0.000500512022
27,19,0.000586473908
27,13,0.00145100371
27,17,0.00304690211
27,18,0.00501962247
27,29,8.79e-05
27,23,0.0138904293
27,11,0.0203372284
27,5,0.00204722612
27,8,0.00133292052
27,30,0.0115260518
27,16,0.00961291231
27,15,0.000102133972
27,9,0.0155343497
27,3,0.00484156209
27,22,0.0060466642
27,1,0.0505045455
27,14,0.00153769358
27,28,0.0195142976
27,26,0.0115436294
27,12,8.24e-05
27,4,0.00246350162
27,2,0.000620982316
27,10,0.0381602132
28,20,0.000255676058
28,7,0.0149326332
28,25,0.0205408695
28,24,0.00107750899
28,21,0.00345662251
28,6,0.00410451902
28,19,0.0111462587
28,13,0.00521101032
28,17,0.0237030894
28,18,3.97e-05
28,29,0.0156870242
28,23,0.000114478534
28,11,0.0118269585
28,5,0.00114457822
28,8,0.00455567251
28,30,0.00540418932
28,16,0.0241697888
28,15,0.0113351709
28,9,0.00101036664
28,3,0.000382224302
28,22,3.54e-05
28,1,1.41e-05
28,14,2.9e-05
28,27,0.000251114088
28,26,0.0133946833
28,12,5.35e-05
28,4,0.00339860272
28,2,0.00793875945
28,10,0.0379040851
26,20,0.0141252427
26,7,0.0129210301
26,25,0.000144163246
26,24,0.000937333935
26,21,0.00558740458
26,6,0.000202443025
26,19,9.59e-05
26,13,0.000125274573
26,17,0.00390413
26,18,1.49e-07
26,29,0.000493900501
26,23,2.3e-05
26,11,0.000494174826
26,5,0.021341486
26,8,0.00283074939
26,30,0.00335089956
26,16,0.0855881684
26,15,0.00089906813
26,9,0.00146102839
26,3,0.000464808432
26,22,0.000425708526
26,1,0.0120445337
26,14,3.57e-05
26,27,0.0152603105
26,28,0.00153297642
26,12,0.0157396474
26,4,0.00021554148
26,2,0.00199593975
26,10,0.00477067487
12,20,0.00264392048
12,7,0.000181014558
12,25,0.00154149859
12,24,0.00013434931
12,21,0.00111229386
12,6,0.00115934822
12,19,0.000264234254
12,13,0.000817955915
12,17,0.034522839
12,18,0.00364231029
12,29,0.000915985295
12,23,0.0204623721
12,11,0.00326852697
12,5,0.00512234514
12,8,0.000513577431
12,30,0.0164999374
12,16,0.0116646475
12,15,2.84e-05
12,9,0.00354203735
12,3,4.59e-05
12,22,0.000131567903
12,1,0.00147820706
12,14,0.0029174074
12,27,0.0025347678
12,28,0.025241969
12,26,0.00232002487
12,4,0.00885390008
12,2,0.00708385452
12,10,0.000120798964
4,20,0.00190705363
4,7,1.42e-06
4,25,0.00872638647
4,24,0.000872724682
4,21,0.00123806742
4,6,0.00396519023
4,19,0.0316301111
4,13,2.08e-05
4,17,0.00686112277
4,18,0.00045841471
4,29,0.0097575121
4,23,0.00043002266
4,11,0.003231777
4,5,4.37e-05
4,8,0.000393503604
4,30,0.000739389652
4,16,0.0159717118
4,15,1.87e-05
4,9,0.0049647258
4,3,0.00198044479
4,22,0.000123801452
4,1,0.000389513153
4,14,0.00115030312
4,27,7.77e-05
4,28,0.00437143826
4,26,0.000244461216
4,12,0.0106365469
4,2,0.00111463974
4,10,7.24e-07
2,20,0.000385966764
2,7,0.00114644553
2,25,0.00102009307
2,24,0.000618141941
2,21,0.0139782015
2,6,0.00019122207
2,19,3.47e-05
2,13,0.00927512664
2,17,0.011417835
2,18,0.0354490769
2,29,0.00148728698
2,23,0.011470688
2,11,0.00181041464
2,5,0.00689409958
2,8,0.0132255677
2,30,0.000672256993
2,16,0.000205961112
2,15,0.0158430593
2,9,0.00141482406
2,3,0.0116552377
2,22,0.00356286593
2,1,0.00347459073
2,14,0.000242852194
2,27,0.00211135357
2,28,0.0103254166
2,26,0.000220087159
2,12,0.000245463766
2,4,0.00849389353
2,10,0.00193948335
10,20,0.00062401862
10,7,0.00779113192
10,25,0.0348238286
10,24,0.00282557426
10,21,0.00704678097
10,6,0.00419043729
10,19,0.000670278714
10,13,0.000165400754
10,17,0.00925324959
10,18,0.0213597112
10,29,0.0297434986
10,23,0.013426369
10,11,0.00122409926
10,5,0.000359293602
10,8,0.00237072366
10,30,0.0067967407
10,16,0.0115007579
10,15,0.00234399641
10,9,0.00732248578
10,3,0.0086125018
10,22,0.000606240935
10,1,0.0016170121
10,14,0.00765247049
10,27,0.000250799723
10,28,0.0679923402
10,26,0.0142446469
10,12,0.000275041195
10,4,0.00770249595
10,2,0.00212970899
